Time,Thumb,Index,Middle,Ring,Pinky,Roll,Pitch,Yaw
2.90,80.33,663.77,607.25,600.58,617.27,22.08,21.84,77.21
2.90,296.32,177.42,168.75,516.23,683.92,58.80,68.55,35.58
2.90,558.49,630.87,211.69,545.88,987.92,70.56,20.16,89.76
2.90,799.30,319.57,966.59,316.69,236.72,41.44,89.85,84.44
2.90,44.96,437.82,1012.36,606.60,421.65,35.26,2.30,12.06
2.90,464.10,970.75,399.10,938.45,554.32,55.67,25.08,28.80
2.90,633.96,6.73,194.58,101.41,1014.63,22.80,79.55,29.39
2.90,671.84,4.19,786.57,84.23,128.47,26.86,37.99,17.26
2.90,638.97,480.88,53.46,497.25,444.52,48.43,47.54,54.36
2.90,271.67,886.76,793.26,956.70,561.84,69.42,35.02,38.29
2.90,639.36,969.95,120.11,716.71,600.58,70.30,10.80,82.61
2.90,509.55,42.54,136.94,267.90,220.41,71.54,71.04,17.27
2.90,157.09,6.17,888.40,812.89,637.27,25.83,47.30,7.41
2.90,91.96,470.44,53.21,597.89,935.51,28.40,35.94,71.73
2.90,788.48,1005.12,106.62,671.92,196.77,2.78,26.37,52.10
2.90,94.83,1001.20,601.92,343.40,937.49,54.63,20.13,12.85
2.90,1005.41,369.44,667.88,943.79,202.71,79.86,16.09,31.06
2.90,719.61,281.00,26.93,248.66,564.71,84.74,2.26,72.74
2.90,46.17,191.70,476.42,93.62,918.41,83.94,46.79,63.83
2.90,955.56,575.65,179.14,763.87,299.64,4.64,88.07,5.09
2.90,983.82,455.08,565.11,194.62,928.04,17.90,35.34,53.78
2.90,644.11,320.64,921.40,736.46,59.70,85.88,14.14,82.20
2.90,559.57,591.51,198.87,560.03,370.39,60.98,80.13,77.40
2.90,574.73,1004.23,864.59,119.35,297.31,18.42,32.87,85.32
2.90,49.32,82.23,77.43,471.89,759.89,79.73,10.86,71.87
2.90,773.87,84.02,146.22,196.09,675.60,61.84,48.11,69.34
2.90,933.33,274.43,391.76,507.64,557.73,59.53,56.78,66.25
2.90,243.81,241.51,361.95,214.91,709.09,53.04,52.75,5.45
2.90,33.39,299.30,122.60,577.27,257.30,44.02,84.71,14.29
2.90,348.12,880.51,906.45,762.34,210.80,89.92,55.75,29.25
2.90,520.31,760.11,254.36,761.11,700.19,89.67,7.42,66.17
2.90,173.45,374.69,923.11,761.31,999.90,42.06,25.79,42.68
2.90,222.26,317.93,295.27,347.07,398.57,79.30,37.68,42.36
2.90,762.58,274.31,327.94,91.67,254.95,6.60,59.79,69.05
2.90,524.28,199.90,479.25,58.80,875.01,46.94,34.22,59.27
2.90,435.71,820.33,741.97,814.20,421.03,68.49,25.78,4.67
2.90,169.98,856.35,845.84,427.06,129.68,56.17,77.50,83.08
2.90,176.74,61.20,183.55,743.96,923.99,51.42,74.08,42.64
2.90,343.35,118.02,1014.76,835.57,282.09,18.69,13.44,83.83
2.90,846.54,556.02,422.71,622.10,65.07,48.50,24.02,63.78
2.90,323.42,82.48,32.17,795.53,656.33,82.40,8.47,63.88
2.90,194.04,373.69,215.25,512.79,424.50,39.33,14.98,12.36
2.90,119.99,235.97,370.76,142.33,241.01,42.65,32.79,47.22
2.90,326.37,239.21,8.78,57.76,891.23,73.61,13.57,37.01
2.90,330.10,168.64,453.32,729.34,5.63,12.25,69.94,4.35
2.90,92.26,256.68,490.75,997.34,354.50,25.77,56.91,26.88
2.90,168.06,465.65,868.59,727.54,167.99,19.08,68.22,70.61
2.90,797.69,441.63,833.81,921.66,572.87,14.27,48.50,13.30
2.90,515.63,795.75,480.00,91.06,725.96,44.34,54.96,17.35
2.90,1008.14,588.42,468.34,551.25,861.54,33.82,24.26,36.02
2.90,292.32,733.59,375.86,530.26,903.91,22.54,73.25,49.04
2.90,806.75,575.79,429.96,223.15,1015.36,14.19,75.76,31.48
2.90,657.13,362.39,353.30,693.69,258.79,79.85,45.19,58.12
2.90,55.12,607.28,103.57,503.76,721.34,53.54,54.82,27.32
2.90,965.98,420.56,256.16,783.06,550.52,51.91,38.10,19.88
2.90,609.62,90.87,663.40,88.20,490.39,43.41,61.21,80.19
2.90,718.19,667.48,514.96,933.65,287.65,84.51,35.19,4.77
2.90,576.70,680.96,575.59,612.87,933.70,71.81,57.73,84.00
2.90,24.80,764.59,429.82,558.91,41.24,80.10,67.61,6.05
2.90,451.33,418.51,31.26,693.25,706.70,47.55,64.89,75.75
2.90,750.94,330.62,491.51,632.83,452.34,3.00,87.28,17.81
2.90,126.11,734.23,753.70,795.46,774.46,4.94,60.00,30.70
2.90,823.57,464.97,416.41,243.64,128.99,85.74,64.52,37.63
2.90,409.49,911.81,929.22,413.68,72.12,12.22,32.51,55.18
2.90,356.66,973.40,489.59,163.16,211.60,34.28,87.88,9.65
2.90,111.48,843.96,594.80,672.82,15.38,7.59,21.46,1.62
2.90,428.24,137.12,985.96,176.32,282.08,69.77,68.75,47.07
2.90,148.58,215.52,484.47,670.17,72.03,4.67,51.54,89.35
2.90,675.14,102.55,575.82,974.14,402.87,29.82,7.92,46.89
2.90,385.62,396.59,41.64,719.54,432.83,18.75,47.38,65.68
2.90,684.98,63.82,747.42,884.54,841.38,79.08,24.85,48.67
2.90,364.95,892.16,904.27,988.91,105.20,88.81,70.75,75.68
2.90,544.61,83.19,279.84,510.23,32.04,54.49,62.51,79.92
2.90,175.60,920.28,450.50,496.35,266.55,59.65,61.78,44.28
2.90,615.40,396.77,533.67,997.51,557.77,68.06,6.57,32.62
2.90,42.89,395.89,96.39,183.22,855.02,16.34,81.34,80.55
2.90,298.23,551.39,121.55,940.26,503.34,61.60,89.85,54.51
2.90,625.93,237.39,437.04,482.13,30.68,89.12,22.12,50.79
2.90,617.46,492.11,331.05,217.08,943.10,16.25,82.09,17.45
2.90,694.42,83.51,199.94,243.65,354.11,33.94,36.28,19.09
2.90,820.98,451.50,14.76,479.52,556.63,29.41,85.21,39.40
2.90,261.92,706.22,899.50,406.32,65.52,49.03,7.76,44.70
2.90,172.38,677.66,23.92,610.12,5.23,17.03,73.75,22.54
2.90,955.90,946.80,883.09,849.35,704.58,85.86,2.26,24.29
2.90,984.82,762.21,246.24,691.19,78.20,6.35,43.47,82.60
2.90,28.29,857.71,743.89,894.53,393.61,76.04,30.45,30.11
2.90,653.57,667.83,221.32,873.02,588.75,37.94,33.22,44.08
2.90,700.14,86.68,1005.80,982.55,654.77,71.99,64.85,57.55
2.90,213.56,843.30,919.42,555.61,793.66,56.20,43.19,6.60
2.90,220.23,239.04,302.37,411.61,301.98,56.48,35.13,5.24
2.90,414.64,891.08,188.07,226.82,844.58,87.81,67.14,3.64
2.90,205.06,132.81,657.48,939.50,747.94,13.68,33.54,40.36
2.90,609.61,752.38,168.98,745.81,983.78,22.23,45.37,89.11
2.90,361.43,782.16,612.85,366.90,1015.47,87.71,22.96,19.39
2.90,60.25,140.71,282.31,641.52,340.19,10.05,48.08,78.53
2.90,680.20,978.94,467.82,833.69,202.10,23.64,27.85,50.19
2.90,378.72,539.24,888.23,752.34,118.44,51.85,22.93,51.91
2.90,548.57,248.71,8.27,881.37,980.26,72.87,66.95,44.09
2.90,962.87,443.31,497.41,1.59,500.51,83.77,62.89,26.84
2.90,637.19,529.30,648.53,19.90,146.20,21.56,69.60,44.21
2.90,743.88,101.85,38.83,940.71,393.51,78.97,10.50,34.98
2.90,125.63,272.99,857.45,634.69,0.31,35.86,22.16,57.75
2.90,393.51,113.76,985.54,518.44,900.65,56.91,13.61,8.53
2.90,601.65,402.43,270.61,386.09,38.27,74.09,29.14,61.09
2.90,639.38,579.81,121.85,586.51,488.01,31.74,69.68,46.76
2.90,864.96,140.34,726.46,21.65,620.72,20.04,39.08,76.91
2.90,705.83,367.03,582.56,571.75,320.88,5.96,56.40,35.35
2.90,800.19,107.91,92.12,49.19,670.06,16.49,55.45,44.79
2.90,107.61,697.22,489.76,416.77,952.52,87.75,21.76,34.62
2.90,58.64,814.68,1000.83,745.85,712.54,67.01,78.53,2.66
2.90,562.24,791.19,372.42,865.00,354.68,7.53,30.19,89.19
2.90,925.18,811.88,387.95,168.53,705.57,3.28,10.94,83.82
2.90,573.89,661.49,703.26,536.95,699.88,26.56,88.76,61.01
2.90,224.27,336.66,134.33,34.93,972.70,11.66,31.07,87.74
2.90,197.20,638.09,72.75,999.30,190.26,55.49,0.09,38.27
2.90,927.15,586.31,639.01,297.80,599.67,46.99,11.77,36.56
2.90,809.54,566.29,828.30,379.89,246.68,72.56,3.47,82.30
2.90,777.97,576.83,850.32,12.68,667.35,85.86,61.96,68.47
2.90,1.38,763.08,172.05,17.88,794.12,46.08,39.97,84.78
2.90,998.08,445.60,486.62,843.39,582.33,27.19,73.65,45.75
